Date,Country/Region,Confirmed,Deaths,Recovered,Active,No_Of_New_Cases,No_Of_New_Deaths,No_Of_New_Recovered,Latitude,Longtitude
2020-04-20,Togo,84,6,53,25,0,1,1,8.619543,0.824782
2020-04-21,Togo,86,6,56,24,2,0,3,8.619543,0.824782
2020-04-22,Togo,88,6,56,26,2,0,0,8.619543,0.824782
2020-04-23,Togo,88,6,59,23,0,0,3,8.619543,0.824782
2020-04-24,Togo,90,6,59,25,2,0,0,8.619543,0.824782
2020-04-25,Togo,96,6,62,28,6,0,3,8.619543,0.824782
2020-04-26,Togo,98,6,62,30,2,0,0,8.619543,0.824782
2020-04-27,Togo,98,6,62,30,0,0,0,8.619543,0.824782
2020-04-28,Togo,99,6,63,30,1,0,1,8.619543,0.824782
2020-04-29,Togo,109,7,64,38,10,1,1,8.619543,0.824782
2020-04-30,Togo,116,9,65,42,7,2,1,8.619543,0.824782
2020-05-01,Togo,123,9,66,48,7,0,1,8.619543,0.824782
2020-05-02,Togo,123,9,66,48,0,0,0,8.619543,0.824782
2020-05-03,Togo,124,9,67,48,1,0,1,8.619543,0.824782
2020-05-04,Togo,126,9,74,43,2,0,7,8.619543,0.824782
2020-05-05,Togo,128,9,74,45,2,0,0,8.619543,0.824782
2020-05-06,Togo,128,9,77,42,0,0,3,8.619543,0.824782
2020-05-07,Togo,135,9,85,41,7,0,8,8.619543,0.824782
2020-05-08,Togo,145,10,85,50,10,1,0,8.619543,0.824782
2020-05-09,Togo,153,10,87,56,8,0,2,8.619543,0.824782
2020-05-10,Togo,174,11,89,74,21,1,2,8.619543,0.824782
2020-05-11,Togo,181,11,89,81,7,0,0,8.619543,0.824782
2020-05-12,Togo,199,11,92,96,18,0,3,8.619543,0.824782
2020-05-13,Togo,219,11,96,112,20,0,4,8.619543,0.824782
2020-01-22,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-23,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-24,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-25,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-26,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-27,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-28,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-29,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-30,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-01-31,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-01,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-02,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-03,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-04,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-05,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-06,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-07,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-08,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-09,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-10,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-11,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-12,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-13,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-14,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-15,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-16,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-17,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-18,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-19,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-20,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-21,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-22,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-23,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-24,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-25,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-26,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-27,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-28,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-02-29,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-01,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-02,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-03,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-04,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-05,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-06,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-07,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-08,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-09,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-10,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-11,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-12,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-13,Trinidad and Tobago,0,0,0,0,0,0,0,10.691803,-61.222503
2020-03-14,Trinidad and Tobago,2,0,0,2,2,0,0,10.691803,-61.222503
2020-03-15,Trinidad and Tobago,2,0,0,2,0,0,0,10.691803,-61.222503
2020-03-16,Trinidad and Tobago,4,0,0,4,2,0,0,10.691803,-61.222503
2020-03-17,Trinidad and Tobago,5,0,0,5,1,0,0,10.691803,-61.222503
2020-03-18,Trinidad and Tobago,7,0,0,7,2,0,0,10.691803,-61.222503
2020-03-19,Trinidad and Tobago,9,0,0,9,2,0,0,10.691803,-61.222503
2020-03-20,Trinidad and Tobago,9,0,0,9,0,0,0,10.691803,-61.222503
2020-03-21,Trinidad and Tobago,49,0,1,48,40,0,1,10.691803,-61.222503
2020-03-22,Trinidad and Tobago,50,0,1,49,1,0,0,10.691803,-61.222503
2020-03-23,Trinidad and Tobago,51,0,1,50,1,0,0,10.691803,-61.222503
2020-03-24,Trinidad and Tobago,57,0,0,57,6,0,-1,10.691803,-61.222503
2020-03-25,Trinidad and Tobago,60,1,0,59,3,1,0,10.691803,-61.222503
2020-03-26,Trinidad and Tobago,65,1,0,64,5,0,0,10.691803,-61.222503
2020-03-27,Trinidad and Tobago,66,2,1,63,1,1,1,10.691803,-61.222503
2020-03-28,Trinidad and Tobago,74,3,1,70,8,1,0,10.691803,-61.222503
2020-03-29,Trinidad and Tobago,78,3,1,74,4,0,0,10.691803,-61.222503
2020-03-30,Trinidad and Tobago,82,3,1,78,4,0,0,10.691803,-61.222503
2020-03-31,Trinidad and Tobago,87,3,1,83,5,0,0,10.691803,-61.222503
2020-04-01,Trinidad and Tobago,90,5,1,84,3,2,0,10.691803,-61.222503
2020-04-02,Trinidad and Tobago,94,5,1,88,4,0,0,10.691803,-61.222503
2020-04-03,Trinidad and Tobago,98,6,1,91,4,1,0,10.691803,-61.222503
2020-04-04,Trinidad and Tobago,103,6,1,96,5,0,0,10.691803,-61.222503
2020-04-05,Trinidad and Tobago,104,7,1,96,1,1,0,10.691803,-61.222503
2020-04-06,Trinidad and Tobago,105,8,1,96,1,1,0,10.691803,-61.222503
2020-04-07,Trinidad and Tobago,107,8,1,98,2,0,0,10.691803,-61.222503
2020-04-08,Trinidad and Tobago,107,8,1,98,0,0,0,10.691803,-61.222503
2020-04-09,Trinidad and Tobago,109,8,1,100,2,0,0,10.691803,-61.222503
2020-04-10,Trinidad and Tobago,109,8,1,100,0,0,0,10.691803,-61.222503
2020-04-11,Trinidad and Tobago,112,8,12,92,3,0,11,10.691803,-61.222503
2020-04-12,Trinidad and Tobago,113,8,16,89,1,0,4,10.691803,-61.222503
2020-04-13,Trinidad and Tobago,113,8,16,89,0,0,0,10.691803,-61.222503
2020-04-14,Trinidad and Tobago,113,8,17,88,0,0,1,10.691803,-61.222503
2020-04-15,Trinidad and Tobago,114,8,19,87,1,0,2,10.691803,-61.222503
2020-04-16,Trinidad and Tobago,114,8,20,86,0,0,1,10.691803,-61.222503
2020-04-17,Trinidad and Tobago,114,8,20,86,0,0,0,10.691803,-61.222503
2020-04-18,Trinidad and Tobago,114,8,21,85,0,0,1,10.691803,-61.222503
2020-04-19,Trinidad and Tobago,114,8,21,85,0,0,0,10.691803,-61.222503
2020-04-20,Trinidad and Tobago,114,8,22,84,0,0,1,10.691803,-61.222503
2020-04-21,Trinidad and Tobago,115,8,28,79,1,0,6,10.691803,-61.222503
2020-04-22,Trinidad and Tobago,115,8,37,70,0,0,9,10.691803,-61.222503
2020-04-23,Trinidad and Tobago,115,8,48,59,0,0,11,10.691803,-61.222503
2020-04-24,Trinidad and Tobago,115,8,48,59,0,0,0,10.691803,-61.222503
2020-04-25,Trinidad and Tobago,115,8,53,54,0,0,5,10.691803,-61.222503
2020-04-26,Trinidad and Tobago,115,8,54,53,0,0,1,10.691803,-61.222503
2020-04-27,Trinidad and Tobago,116,8,59,49,1,0,5,10.691803,-61.222503
2020-04-28,Trinidad and Tobago,116,8,59,49,0,0,0,10.691803,-61.222503
2020-04-29,Trinidad and Tobago,116,8,71,37,0,0,12,10.691803,-61.222503
2020-04-30,Trinidad and Tobago,116,8,72,36,0,0,1,10.691803,-61.222503
2020-05-01,Trinidad and Tobago,116,8,83,25,0,0,11,10.691803,-61.222503
2020-05-02,Trinidad and Tobago,116,8,88,20,0,0,5,10.691803,-61.222503
2020-05-03,Trinidad and Tobago,116,8,93,15,0,0,5,10.691803,-61.222503
2020-05-04,Trinidad and Tobago,116,8,99,9,0,0,6,10.691803,-61.222503
2020-05-05,Trinidad and Tobago,116,8,103,5,0,0,4,10.691803,-61.222503
2020-05-06,Trinidad and Tobago,116,8,103,5,0,0,0,10.691803,-61.222503
2020-05-07,Trinidad and Tobago,116,8,103,5,0,0,0,10.691803,-61.222503
2020-05-08,Trinidad and Tobago,116,8,103,5,0,0,0,10.691803,-61.222503
2020-05-09,Trinidad and Tobago,116,8,104,4,0,0,1,10.691803,-61.222503
2020-05-10,Trinidad and Tobago,116,8,107,1,0,0,3,10.691803,-61.222503
2020-05-11,Trinidad and Tobago,116,8,107,1,0,0,0,10.691803,-61.222503
2020-05-12,Trinidad and Tobago,116,8,107,1,0,0,0,10.691803,-61.222503
2020-05-13,Trinidad and Tobago,116,8,107,1,0,0,0,10.691803,-61.222503
2020-01-22,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-23,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-24,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-25,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-26,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-27,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-28,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-29,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-30,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-01-31,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-01,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-02,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-03,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-04,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-05,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-06,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-07,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-08,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-09,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-10,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-11,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-12,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-13,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-14,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-15,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-16,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-17,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-18,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-19,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-20,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-21,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-22,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-23,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-24,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-25,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-26,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-27,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-28,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-02-29,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-03-01,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-03-02,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-03-03,Tunisia,0,0,0,0,0,0,0,33.886917,9.537499
2020-03-04,Tunisia,1,0,0,1,1,0,0,33.886917,9.537499
2020-03-05,Tunisia,1,0,0,1,0,0,0,33.886917,9.537499
2020-03-06,Tunisia,1,0,0,1,0,0,0,33.886917,9.537499
2020-03-07,Tunisia,1,0,0,1,0,0,0,33.886917,9.537499
2020-03-08,Tunisia,2,0,0,2,1,0,0,33.886917,9.537499
2020-03-09,Tunisia,2,0,0,2,0,0,0,33.886917,9.537499
2020-03-10,Tunisia,5,0,0,5,3,0,0,33.886917,9.537499
2020-03-11,Tunisia,7,0,0,7,2,0,0,33.886917,9.537499
2020-03-12,Tunisia,7,0,0,7,0,0,0,33.886917,9.537499
2020-03-13,Tunisia,16,0,0,16,9,0,0,33.886917,9.537499
2020-03-14,Tunisia,18,0,0,18,2,0,0,33.886917,9.537499
2020-03-15,Tunisia,18,0,0,18,0,0,0,33.886917,9.537499
2020-03-16,Tunisia,20,0,0,20,2,0,0,33.886917,9.537499
2020-03-17,Tunisia,24,0,0,24,4,0,0,33.886917,9.537499
2020-03-18,Tunisia,29,0,0,29,5,0,0,33.886917,9.537499
2020-03-19,Tunisia,39,1,0,38,10,1,0,33.886917,9.537499
2020-03-20,Tunisia,54,1,0,53,15,0,0,33.886917,9.537499
2020-03-21,Tunisia,60,1,0,59,6,0,0,33.886917,9.537499
2020-03-22,Tunisia,75,3,1,71,15,2,1,33.886917,9.537499
2020-03-23,Tunisia,89,3,1,85,14,0,0,33.886917,9.537499
2020-03-24,Tunisia,114,4,1,109,25,1,0,33.886917,9.537499
2020-03-25,Tunisia,173,5,2,166,59,1,1,33.886917,9.537499
2020-03-26,Tunisia,197,6,2,189,24,1,0,33.886917,9.537499
2020-03-27,Tunisia,227,6,2,219,30,0,0,33.886917,9.537499
2020-03-28,Tunisia,278,8,2,268,51,2,0,33.886917,9.537499
2020-03-29,Tunisia,312,8,2,302,34,0,0,33.886917,9.537499
2020-03-30,Tunisia,312,8,3,301,0,0,1,33.886917,9.537499
2020-03-31,Tunisia,394,10,3,381,82,2,0,33.886917,9.537499
2020-04-01,Tunisia,423,12,5,406,29,2,2,33.886917,9.537499
2020-04-02,Tunisia,455,14,5,436,32,2,0,33.886917,9.537499
2020-04-03,Tunisia,495,18,5,472,40,4,0,33.886917,9.537499
2020-04-04,Tunisia,553,18,5,530,58,0,0,33.886917,9.537499
2020-04-05,Tunisia,574,22,5,547,21,4,0,33.886917,9.537499
2020-04-06,Tunisia,596,22,5,569,22,0,0,33.886917,9.537499
2020-04-07,Tunisia,623,23,25,575,27,1,20,33.886917,9.537499
2020-04-08,Tunisia,628,24,25,579,5,1,0,33.886917,9.537499
2020-04-09,Tunisia,643,25,25,593,15,1,0,33.886917,9.537499
2020-04-10,Tunisia,671,25,25,621,28,0,0,33.886917,9.537499
2020-04-11,Tunisia,685,28,43,614,14,3,18,33.886917,9.537499
2020-04-12,Tunisia,707,31,43,633,22,3,0,33.886917,9.537499
2020-04-13,Tunisia,726,34,43,649,19,3,0,33.886917,9.537499
2020-04-14,Tunisia,747,34,43,670,21,0,0,33.886917,9.537499
2020-04-15,Tunisia,780,35,43,702,33,1,0,33.886917,9.537499
2020-04-16,Tunisia,822,37,43,742,42,2,0,33.886917,9.537499
2020-04-17,Tunisia,864,37,43,784,42,0,0,33.886917,9.537499
2020-04-18,Tunisia,864,37,43,784,0,0,0,33.886917,9.537499
2020-04-19,Tunisia,879,38,43,798,15,1,0,33.886917,9.537499
2020-04-20,Tunisia,884,38,148,698,5,0,105,33.886917,9.537499
2020-04-21,Tunisia,884,38,148,698,0,0,0,33.886917,9.537499
2020-04-22,Tunisia,909,38,190,681,25,0,42,33.886917,9.537499
2020-04-23,Tunisia,918,38,190,690,9,0,0,33.886917,9.537499
2020-04-24,Tunisia,922,38,194,690,4,0,4,33.886917,9.537499
2020-04-25,Tunisia,939,38,207,694,17,0,13,33.886917,9.537499
2020-04-26,Tunisia,949,38,216,695,10,0,9,33.886917,9.537499
2020-04-27,Tunisia,967,39,279,649,18,1,63,33.886917,9.537499
2020-04-28,Tunisia,975,40,279,656,8,1,0,33.886917,9.537499
2020-04-29,Tunisia,980,40,294,646,5,0,15,33.886917,9.537499
2020-04-30,Tunisia,994,41,305,648,14,1,11,33.886917,9.537499
2020-05-01,Tunisia,998,41,316,641,4,0,11,33.886917,9.537499
2020-05-02,Tunisia,1009,42,323,644,11,1,7,33.886917,9.537499
2020-05-03,Tunisia,1013,42,328,643,4,0,5,33.886917,9.537499
2020-05-04,Tunisia,1018,43,406,569,5,1,78,33.886917,9.537499
2020-05-05,Tunisia,1022,43,482,497,4,0,76,33.886917,9.537499
2020-05-06,Tunisia,1025,43,591,391,3,0,109,33.886917,9.537499
2020-05-07,Tunisia,1026,44,600,382,1,1,9,33.886917,9.537499
2020-05-08,Tunisia,1030,45,638,347,4,1,38,33.886917,9.537499
2020-05-09,Tunisia,1032,45,660,327,2,0,22,33.886917,9.537499
2020-05-10,Tunisia,1032,45,700,287,0,0,40,33.886917,9.537499
2020-05-11,Tunisia,1032,45,727,260,0,0,27,33.886917,9.537499
2020-05-12,Tunisia,1032,45,740,247,0,0,13,33.886917,9.537499
2020-05-13,Tunisia,1032,45,759,228,0,0,19,33.886917,9.537499
2020-01-22,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-23,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-24,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-25,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-26,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-27,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-28,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-29,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-30,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-01-31,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-01,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-02,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-03,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-04,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-05,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-06,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-07,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-08,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-09,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-10,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-11,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-12,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-13,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-14,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-15,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-16,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-17,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-18,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-19,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-20,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-21,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-22,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-23,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-24,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-25,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-26,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-27,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-28,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-02-29,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-01,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-02,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-03,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-04,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-05,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-06,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-07,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-08,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-09,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-10,Turkey,0,0,0,0,0,0,0,38.963745,35.243322
2020-03-11,Turkey,1,0,0,1,1,0,0,38.963745,35.243322
2020-03-12,Turkey,1,0,0,1,0,0,0,38.963745,35.243322
2020-03-13,Turkey,5,0,0,5,4,0,0,38.963745,35.243322
2020-03-14,Turkey,5,0,0,5,0,0,0,38.963745,35.243322
2020-03-15,Turkey,6,0,0,6,1,0,0,38.963745,35.243322
2020-03-16,Turkey,18,0,0,18,12,0,0,38.963745,35.243322
2020-03-17,Turkey,47,1,0,46,29,1,0,38.963745,35.243322
2020-03-18,Turkey,98,1,0,97,51,0,0,38.963745,35.243322
2020-03-19,Turkey,192,3,0,189,94,2,0,38.963745,35.243322
2020-03-20,Turkey,359,4,0,355,167,1,0,38.963745,35.243322
2020-03-21,Turkey,670,9,0,661,311,5,0,38.963745,35.243322
2020-03-22,Turkey,1236,30,0,1206,566,21,0,38.963745,35.243322
2020-03-23,Turkey,1529,37,0,1492,293,7,0,38.963745,35.243322
2020-03-24,Turkey,1872,44,0,1828,343,7,0,38.963745,35.243322
2020-03-25,Turkey,2433,59,26,2348,561,15,26,38.963745,35.243322
2020-03-26,Turkey,3629,75,26,3528,1196,16,0,38.963745,35.243322
2020-03-27,Turkey,5698,92,42,5564,2069,17,16,38.963745,35.243322
2020-03-28,Turkey,7402,108,70,7224,1704,16,28,38.963745,35.243322
2020-03-29,Turkey,9217,131,105,8981,1815,23,35,38.963745,35.243322
2020-03-30,Turkey,10827,168,162,10497,1610,37,57,38.963745,35.243322
2020-03-31,Turkey,13531,214,243,13074,2704,46,81,38.963745,35.243322
2020-04-01,Turkey,15679,277,333,15069,2148,63,90,38.963745,35.243322
2020-04-02,Turkey,18135,356,415,17364,2456,79,82,38.963745,35.243322
2020-04-03,Turkey,20921,425,484,20012,2786,69,69,38.963745,35.243322
2020-04-04,Turkey,23934,501,786,22647,3013,76,302,38.963745,35.243322
2020-04-05,Turkey,27069,574,1042,25453,3135,73,256,38.963745,35.243322
2020-04-06,Turkey,30217,649,1326,28242,3148,75,284,38.963745,35.243322
2020-04-07,Turkey,34109,725,1582,31802,3892,76,256,38.963745,35.243322
2020-04-08,Turkey,38226,812,1846,35568,4117,87,264,38.963745,35.243322
2020-04-09,Turkey,42282,908,2142,39232,4056,96,296,38.963745,35.243322
2020-04-10,Turkey,47029,1006,2423,43600,4747,98,281,38.963745,35.243322
2020-04-11,Turkey,52167,1101,2965,48101,5138,95,542,38.963745,35.243322
2020-04-12,Turkey,56956,1198,3446,52312,4789,97,481,38.963745,35.243322
2020-04-13,Turkey,61049,1296,3957,55796,4093,98,511,38.963745,35.243322
2020-04-14,Turkey,65111,1403,4799,58909,4062,107,842,38.963745,35.243322
2020-04-15,Turkey,69392,1518,5674,62200,4281,115,875,38.963745,35.243322
2020-04-16,Turkey,74193,1643,7089,65461,4801,125,1415,38.963745,35.243322
2020-04-17,Turkey,78546,1769,8631,68146,4353,126,1542,38.963745,35.243322
2020-04-18,Turkey,82329,1890,10453,69986,3783,121,1822,38.963745,35.243322
2020-04-19,Turkey,86306,2017,11976,72313,3977,127,1523,38.963745,35.243322
2020-04-20,Turkey,90980,2140,13430,75410,4674,123,1454,38.963745,35.243322
2020-04-21,Turkey,95591,2259,14918,78414,4611,119,1488,38.963745,35.243322
2020-04-22,Turkey,98674,2376,16477,79821,3083,117,1559,38.963745,35.243322
2020-04-23,Turkey,101790,2491,18491,80808,3116,115,2014,38.963745,35.243322
2020-04-24,Turkey,104912,2600,21737,80575,3122,109,3246,38.963745,35.243322
2020-04-25,Turkey,107773,2706,25582,79485,2861,106,3845,38.963745,35.243322
2020-04-26,Turkey,110130,2805,29140,78185,2357,99,3558,38.963745,35.243322
2020-04-27,Turkey,112261,2900,33791,75570,2131,95,4651,38.963745,35.243322
2020-04-28,Turkey,114653,2992,38809,72852,2392,92,5018,38.963745,35.243322
2020-04-29,Turkey,117589,3081,44040,70468,2936,89,5231,38.963745,35.243322
2020-04-30,Turkey,120204,3174,48886,68144,2615,93,4846,38.963745,35.243322
2020-05-01,Turkey,122392,3258,53808,65326,2188,84,4922,38.963745,35.243322
2020-05-02,Turkey,124375,3336,58259,62780,1983,78,4451,38.963745,35.243322
2020-05-03,Turkey,126045,3397,63151,59497,1670,61,4892,38.963745,35.243322
2020-05-04,Turkey,127659,3461,68166,56032,1614,64,5015,38.963745,35.243322
2020-05-05,Turkey,129491,3520,73285,52686,1832,59,5119,38.963745,35.243322
2020-05-06,Turkey,131744,3584,78202,49958,2253,64,4917,38.963745,35.243322
